name,variant_id,uuid,year_month,prod_return_open,gs_return_open,diff_open,prod_return_close,gs_return_close,diff_close,parity_status
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2011-12,0.025268413,,,0.0054562551,,,NO_GS
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2012-01,0.0968596926,,,0.0874807565,,,NO_GS
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2012-02,-0.0215021732,,,-0.0173979535,,,NO_GS
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2012-03,-0.0249247395,0.1423586091738038,0.1672833486738038,-0.0220274783,,,FAIL
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2012-04,0.0008026032,0.0008026032269379,2.6937900044279872e-11,-0.0099422799,,,PASS
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2012-05,-0.0412116283,-0.0412116282725815,2.7418498027564908e-11,-0.0236796873,,,PASS
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2012-06,-0.0047616336,-0.0047616335868119,1.318809991768255e-11,-0.0153016106,,,PASS
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2012-07,0.0032973073,0.0408770877770943,0.0375797804770943,0.0003224131,,,FAIL
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2012-08,0.0575461294,0.1304606111281481,0.0729144817281481,0.0602036636,,,FAIL
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2012-09,0.0531350996,0.0421953543119997,0.010939745288000298,0.047482963,,,FAIL
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2012-10,-0.0336168344,-0.03361683444448,4.448000301415789e-11,-0.0361018411,,,PASS
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2012-11,-0.0054484711,-0.0054484710743084,2.569160075654997e-11,0.0003612787,,,PASS
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2012-12,-0.0157726513,-0.0157726513007081,7.081002451059248e-13,-0.0178174118,,,PASS
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2013-01,0.0245050235,0.0245049150125038,1.0848749620179232e-07,0.0169611502,,,PASS
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2013-02,-0.0262048287,-0.026204931809499,1.031094990014414e-07,-0.0159827321,,,PASS
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2013-03,0.1043878963,0.1043881240040558,2.2770405579131126e-07,0.0554372914,,,PASS
